DateTime,平均價,新北市_降水量,臺中市_降水量,臺南市_降水量,高雄市_降水量,桃園市_降水量,新竹縣_降水量,苗栗縣_降水量,南投縣_降水量,彰化縣_降水量,雲林縣_降水量,嘉義市_降水量,屏東縣_降水量,宜蘭縣_降水量,花蓮縣_降水量,臺東縣_降水量,color,x,y
2014-01-01,54.99714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"rgb(90,211,165)",44,165
2014-01-02,51.265,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"rgb(103,204,152)",51,152
2014-01-03,48.696250000000006,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,"rgb(110,203,145)",52,145
2014-01-04,45.542857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"rgb(53,156,202)",99,202
2014-01-05,59.44166666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"rgb(76,208,179)",47,179
2014-01-07,48.02571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"rgb(91,198,164)",57,164
2014-01-08,44.818571428571424,11.0,0.0,0.0,0.0,0.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,"rgb(54,151,201)",104,201
2014-01-09,45.53,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.5,0.0,"rgb(48,197,207)",58,207
2014-01-10,41.53285714285715,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,19.5,0.0,0.0,"rgb(17,159,238)",96,238
2014-01-11,41.684285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,"rgb(14,144,241)",111,241
2014-01-12,43.79333333333333,5.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.5,5.7,"rgb(26,160,229)",95,229
2014-01-14,43.69333333333333,17.5,0.0,0.0,0.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.5,0.0,"rgb(86,150,169)",105,169
2014-01-15,37.39571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"rgb(16,183,239)",72,239
2014-01-16,35.145714285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,"rgb(5,168,250)",87,250
2014-01-17,32.70142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"rgb(9,158,246)",97,246
2014-01-18,31.197142857142854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"rgb(11,187,244)",68,244
2014-01-19,36.402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"rgb(7,179,248)",76,248
2014-01-20,17.8,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"rgb(0,149,255)",106,255
2014-01-21,32.47571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.5,0.0,"rgb(12,184,243)",71,243
2014-01-22,35.425714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"rgb(11,185,244)",70,244
2014-01-23,39.69285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"rgb(11,166,244)",89,244
2014-01-24,38.932857142857145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"rgb(23,136,232)",119,232
2014-01-25,38.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"rgb(32,129,223)",126,223
2014-01-26,34.988571428571426,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,"rgb(33,161,222)",94,222
2014-01-27,41.38,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"rgb(32,161,223)",94,223
2014-01-28,36.43375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,"rgb(20,126,235)",129,235
2014-01-29,38.91285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,"rgb(23,121,232)",134,232
2014-01-30,42.597142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"rgb(25,122,230)",133,230
2014-02-05,43.61666666666667,11.0,3.7,0.0,0.0,10.5,6.5,8.5,2.5,1.0,0.0,0.0,0.0,44.8,0.0,0.0,"rgb(116,147,139)",108,139
2014-02-06,39.27142857142858,0.0,0.0,0.0,0.0,5.5,5.5,2.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,1.4,"rgb(80,48,175)",207,175
2014-02-07,34.62571428571429,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"rgb(76,46,179)",209,179
2014-02-08,33.93,14.0,5.3,0.0,0.0,16.0,18.5,11.0,0.5,0.0,0.0,0.0,0.0,4.8,4.5,0.0,"rgb(81,113,174)",142,174
2014-02-09,27.4575,83.5,14.5,0.0,0.0,83.0,83.0,57.5,3.0,6.5,0.0,0.0,0.0,60.89999999999999,4.5,0.0,"rgb(125,98,130)",157,130
2014-02-10,20.7,30.0,1.5,3.5,12.5,6.5,4.5,2.0,11.5,2.0,17.0,13.0,0.0,5.0,8.5,12.0,"rgb(80,139,175)",116,175
2014-02-11,33.055,16.5,0.1,4.0,1.0,2.5,3.0,1.0,0.0,0.0,2.5,0.5,0.0,1.0,4.0,2.9,"rgb(75,137,180)",118,180
2014-02-12,27.93285714285714,18.5,0.0,0.0,0.0,23.0,2.0,1.5,0.5,0.0,0.0,0.0,0.0,7.5,0.0,1.0,"rgb(79,127,176)",128,176
