color,DateTime,平均價
"rgb(65,138,190)",2016-09-22,38.471
"rgb(56,132,199)",2016-09-23,36.948181818181800
"rgb(9,129,246)",2016-09-24,37.195
"rgb(3,157,252)",2016-09-25,36.524
"rgb(117,52,138)",2016-09-26,35.0
"rgb(87,44,168)",2016-09-27,36.85111111111110
"rgb(61,107,194)",2016-09-28,28.514285714285700
"rgb(88,89,167)",2016-09-29,37.239
"rgb(99,80,156)",2016-09-30,38.53090909090910
"rgb(103,74,152)",2016-10-01,38.429
"rgb(102,77,153)",2016-10-02,36.845
"rgb(90,89,165)",2016-10-03,33.0
"rgb(68,114,187)",2016-10-04,34.27545454545460
"rgb(2,149,253)",2016-10-05,35.70545454545460
"rgb(72,125,183)",2016-10-06,35.377272727272700
"rgb(63,130,192)",2016-10-07,33.18833333333330
"rgb(10,150,245)",2016-10-08,33.435000000000000
"rgb(64,133,191)",2016-10-09,35.55300000000000
"rgb(26,165,229)",2016-10-10,30.0
"rgb(59,138,196)",2016-10-11,35.71272727272730
"rgb(44,138,211)",2016-10-12,34.158181818181800
"rgb(86,88,169)",2016-10-13,33.973333333333300
"rgb(73,93,182)",2016-10-14,36.38818181818180
"rgb(82,118,173)",2016-10-15,36.58909090909090
"rgb(45,137,210)",2016-10-16,37.669000000000000
"rgb(74,142,181)",2016-10-17,30.0
"rgb(85,159,170)",2016-10-18,39.547000000000000
"rgb(93,167,162)",2016-10-19,36.37090909090910
"rgb(98,170,157)",2016-10-20,38.965000000000000
"rgb(93,167,162)",2016-10-21,38.769
"rgb(154,186,101)",2016-10-22,38.567
"rgb(167,196,88)",2016-10-23,38.994
"rgb(167,192,88)",2016-10-24,41.85
"rgb(169,198,86)",2016-10-25,37.68636363636360
"rgb(166,194,89)",2016-10-26,39.552
"rgb(107,171,148)",2016-10-27,40.356363636363600
"rgb(106,173,149)",2016-10-28,37.26090909090910
"rgb(111,176,144)",2016-10-29,39.0
"rgb(117,182,138)",2016-10-30,40.11
"rgb(162,187,93)",2016-11-01,37.44700000000000
"rgb(166,191,89)",2016-11-02,37.375
"rgb(166,181,89)",2016-11-03,39.914
"rgb(151,200,104)",2016-11-04,37.79272727272730
"rgb(131,195,124)",2016-11-05,38.38272727272730
"rgb(127,195,128)",2016-11-06,39.23363636363640
"rgb(114,179,141)",2016-11-07,36.0
"rgb(131,190,124)",2016-11-08,41.326
"rgb(133,197,122)",2016-11-09,38.310833333333300
"rgb(125,192,130)",2016-11-10,40.787272727272700
"rgb(112,185,143)",2016-11-11,43.78300000000000
"rgb(112,185,143)",2016-11-12,44.16545454545460
"rgb(92,115,163)",2016-11-13,45.38818181818180
"rgb(130,136,125)",2016-11-14,40.8
"rgb(30,164,225)",2016-11-15,45.01818181818180
"rgb(177,116,78)",2016-11-16,49.37
"rgb(170,198,85)",2016-11-17,47.44181818181820
"rgb(39,173,216)",2016-11-18,48.335000000000000
"rgb(139,201,116)",2016-11-19,48.28454545454550
"rgb(103,79,152)",2016-11-20,50.193
"rgb(182,208,73)",2016-11-21,50.0
"rgb(193,218,62)",2016-11-22,49.176
"rgb(163,214,92)",2016-11-23,48.08727272727270
"rgb(184,215,71)",2016-11-24,45.36416666666670
"rgb(186,215,69)",2016-11-25,51.051
"rgb(172,221,83)",2016-11-26,50.40090909090910
"rgb(137,221,118)",2016-11-27,53.222
"rgb(145,218,110)",2016-11-28,47.5
"rgb(185,215,70)",2016-11-29,54.153
"rgb(169,227,86)",2016-11-30,52.75666666666670
"rgb(153,224,102)",2016-12-01,55.69888888888890
"rgb(159,233,96)",2016-12-02,54.59090909090910
"rgb(30,167,225)",2016-12-03,55.82909090909090
"rgb(34,170,221)",2016-12-04,56.27700000000000
"rgb(153,239,102)",2016-12-05,56.0
"rgb(143,233,112)",2016-12-06,52.40090909090910
"rgb(180,231,75)",2016-12-07,56.27600000000000
"rgb(232,234,23)",2016-12-08,55.60363636363640
"rgb(233,233,22)",2016-12-09,60.265
"rgb(214,234,41)",2016-12-10,59.02090909090910
"rgb(204,236,51)",2016-12-11,63.31400000000000
"rgb(161,240,94)",2016-12-12,69.0
"rgb(153,239,102)",2016-12-13,60.58363636363640
"rgb(128,218,127)",2016-12-14,63.36
"rgb(170,235,85)",2016-12-15,65.70666666666670
"rgb(186,233,69)",2016-12-16,64.91800000000000
"rgb(192,237,63)",2016-12-17,66.05222222222220
"rgb(162,239,93)",2016-12-18,67.68000000000000
"rgb(152,239,103)",2016-12-19,68.0
"rgb(188,230,67)",2016-12-20,65.188
"rgb(229,234,26)",2016-12-21,63.18000000000000
"rgb(228,235,27)",2016-12-22,65.84727272727270
"rgb(212,237,43)",2016-12-23,67.22727272727270
"rgb(200,235,55)",2016-12-24,70.387
"rgb(226,210,29)",2016-12-25,65.11400000000000
"rgb(206,204,49)",2016-12-26,66.0
"rgb(125,56,130)",2016-12-27,67.83454545454550
"rgb(149,218,106)",2016-12-28,71.25272727272730
"rgb(142,219,113)",2016-12-29,70.56666666666670
"rgb(177,107,78)",2016-12-30,73.92125
"rgb(218,194,37)",2016-12-31,74.9375
"rgb(86,105,169)",2017-01-01,75.28375
"rgb(85,110,170)",2017-01-02,70.0
"rgb(84,112,171)",2017-01-03,74.45666666666670
"rgb(82,116,173)",2017-01-04,72.99111111111110
"rgb(78,118,177)",2017-01-05,73.03454545454550
"rgb(76,121,179)",2017-01-06,75.309
"rgb(73,126,182)",2017-01-07,74.07375
"rgb(74,122,181)",2017-01-08,75.22111111111110
"rgb(74,107,181)",2017-01-09,70.0
"rgb(80,105,175)",2017-01-10,72.32454545454540
"rgb(81,107,174)",2017-01-11,74.24000000000000
"rgb(75,118,180)",2017-01-12,74.65272727272730
"rgb(66,104,189)",2017-01-13,74.32666666666670
"rgb(58,104,197)",2017-01-14,77.19555555555550
"rgb(81,98,174)",2017-01-15,78.134
"rgb(82,98,173)",2017-01-16,70.8
"rgb(87,102,168)",2017-01-17,74.73363636363640
"rgb(88,107,167)",2017-01-18,76.514
"rgb(88,109,167)",2017-01-19,81.161
"rgb(86,92,169)",2017-01-20,80.165
"rgb(89,90,166)",2017-01-21,79.756
"rgb(90,91,165)",2017-01-22,80.91
"rgb(90,90,165)",2017-01-23,86.5
"rgb(91,91,164)",2017-01-24,81.113
"rgb(90,93,165)",2017-01-25,77.58700000000000
"rgb(88,93,167)",2017-01-26,79.545
"rgb(87,97,168)",2017-01-27,82.63000000000000
"rgb(87,92,168)",2017-02-02,80.47555555555560
"rgb(84,104,171)",2017-02-03,79.49
"rgb(77,116,178)",2017-02-04,80.66333333333330
"rgb(75,107,180)",2017-02-05,87.09000000000000
"rgb(75,103,180)",2017-02-06,88.0
"rgb(78,104,177)",2017-02-07,83.096
"rgb(76,111,179)",2017-02-08,80.15090909090910
"rgb(79,96,176)",2017-02-09,83.355
"rgb(86,91,169)",2017-02-10,79.85900000000000
"rgb(89,89,166)",2017-02-11,81.96666666666670
"rgb(88,95,167)",2017-02-12,59.4
"rgb(92,90,163)",2017-02-13,82.0
"rgb(91,91,164)",2017-02-14,81.64285714285710
"rgb(92,92,163)",2017-02-15,83.20555555555560
"rgb(89,105,166)",2017-02-16,84.13333333333330
"rgb(88,106,167)",2017-02-17,82.516
"rgb(88,100,167)",2017-02-18,83.31
"rgb(80,104,175)",2017-02-19,82.75400000000000
"rgb(76,121,179)",2017-02-20,83.0
"rgb(76,104,179)",2017-02-21,81.599
"rgb(56,103,199)",2017-02-22,82.733
"rgb(74,103,181)",2017-02-23,82.032
"rgb(58,104,197)",2017-02-24,77.4090909090909
"rgb(56,103,199)",2017-02-25,83.18444444444450
"rgb(57,105,198)",2017-02-26,80.682
"rgb(85,98,170)",2017-02-27,64.23
"rgb(81,101,174)",2017-02-28,80.90777777777780
"rgb(79,111,176)",2017-03-01,80.20500000000000
"rgb(79,99,176)",2017-03-02,82.59818181818180
"rgb(79,104,176)",2017-03-03,78.47181818181820
"rgb(77,118,178)",2017-03-04,75.94090909090910
"rgb(74,124,181)",2017-03-05,75.73666666666670
"rgb(54,104,201)",2017-03-06,78.0
"rgb(64,103,191)",2017-03-07,73.286
"rgb(52,108,203)",2017-03-08,73.811
"rgb(79,108,176)",2017-03-09,72.49
"rgb(53,102,202)",2017-03-10,72.05
"rgb(74,122,181)",2017-03-11,70.498
"rgb(73,125,182)",2017-03-12,72.878
"rgb(73,124,182)",2017-03-13,84.75
"rgb(66,103,189)",2017-03-14,71.86333333333330
"rgb(80,103,175)",2017-03-15,69.99800000000000
"rgb(56,103,199)",2017-03-16,73.57
"rgb(81,113,174)",2017-03-17,71.37545454545460
"rgb(82,115,173)",2017-03-18,72.20700000000000
"rgb(79,116,176)",2017-03-19,71.66300000000000
"rgb(70,125,185)",2017-03-20,70.0
"rgb(74,107,181)",2017-03-21,71.59727272727270
"rgb(70,122,185)",2017-03-22,69.18727272727270
"rgb(74,119,181)",2017-03-23,71.404
"rgb(72,120,183)",2017-03-24,66.9890909090909
"rgb(56,102,199)",2017-03-25,72.58000000000000
"rgb(53,108,202)",2017-03-26,73.94000000000000
"rgb(88,100,167)",2017-03-27,71.24333333333330
"rgb(87,105,168)",2017-03-28,71.418
"rgb(85,111,170)",2017-03-29,71.27600000000000
"rgb(82,116,173)",2017-03-30,74.20000000000000
"rgb(54,102,201)",2017-03-31,71.32636363636360
"rgb(55,107,200)",2017-04-01,70.88818181818180
"rgb(86,99,169)",2017-04-02,66.77272727272730
"rgb(87,103,168)",2017-04-03,74.46111111111110
"rgb(85,106,170)",2017-04-04,79.6
"rgb(76,121,179)",2017-04-05,74.0
"rgb(68,128,187)",2017-04-06,70.73222222222220
"rgb(60,131,195)",2017-04-07,64.82900000000000
"rgb(56,133,199)",2017-04-08,66.25833333333330
"rgb(56,136,199)",2017-04-09,69.724
"rgb(55,137,200)",2017-04-10,72.2
"rgb(51,104,204)",2017-04-11,69.63909090909090
"rgb(45,108,210)",2017-04-12,64.96363636363640
"rgb(49,108,206)",2017-04-13,67.38181818181820
"rgb(64,128,191)",2017-04-14,64.37615384615380
"rgb(59,130,196)",2017-04-15,66.93666666666670
"rgb(57,131,198)",2017-04-16,67.259
"rgb(55,136,200)",2017-04-17,70.0
"rgb(54,136,201)",2017-04-18,65.06833333333330
"rgb(51,132,204)",2017-04-19,65.73818181818180
"rgb(54,135,201)",2017-04-20,63.62416666666670
"rgb(50,104,205)",2017-04-21,62.50090909090910
"rgb(48,109,207)",2017-04-22,63.324
"rgb(68,123,187)",2017-04-23,63.49500000000000
"rgb(64,128,191)",2017-04-24,59.0
"rgb(60,130,195)",2017-04-25,61.43818181818180
"rgb(50,130,205)",2017-04-26,61.31454545454550
"rgb(47,107,208)",2017-04-27,60.32545454545460
"rgb(69,122,186)",2017-04-28,59.54818181818180
"rgb(66,125,189)",2017-04-29,61.92333333333330
"rgb(62,129,193)",2017-04-30,59.731000000000000
"rgb(58,130,197)",2017-05-01,61.130000000000000
"rgb(55,132,200)",2017-05-02,59.48545454545450
"rgb(52,132,203)",2017-05-03,58.4275
"rgb(53,132,202)",2017-05-04,57.26500000000000
"rgb(30,120,225)",2017-05-05,58.685
"rgb(58,128,197)",2017-05-06,58.17363636363640
"rgb(54,131,201)",2017-05-07,58.17666666666670
"rgb(52,134,203)",2017-05-08,58.3
"rgb(52,134,203)",2017-05-09,57.35750000000000
"rgb(53,130,202)",2017-05-10,57.18846153846150
"rgb(54,130,201)",2017-05-11,57.979000000000000
"rgb(42,107,213)",2017-05-12,57.64454545454550
"rgb(30,128,225)",2017-05-13,56.864
"rgb(29,132,226)",2017-05-14,56.14300000000000
"rgb(24,128,231)",2017-05-15,57.165
"rgb(17,123,238)",2017-05-16,53.51083333333330
"rgb(31,131,224)",2017-05-17,49.18769230769230
"rgb(31,130,224)",2017-05-18,50.39454545454550
"rgb(29,130,226)",2017-05-19,47.57083333333330
"rgb(30,131,225)",2017-05-20,45.96454545454550
"rgb(29,114,226)",2017-05-21,46.15545454545450
"rgb(20,119,235)",2017-05-22,43.8
"rgb(36,110,219)",2017-05-23,45.68818181818180
"rgb(35,110,220)",2017-05-24,43.97090909090910
"rgb(34,107,221)",2017-05-25,44.06333333333330
"rgb(24,131,231)",2017-05-26,43.36333333333330
"rgb(25,130,230)",2017-05-27,43.36181818181820
"rgb(29,119,226)",2017-05-28,43.055454545454500
"rgb(30,130,225)",2017-05-29,44.186363636363600
"rgb(29,131,226)",2017-05-30,42.493
"rgb(27,119,228)",2017-06-01,38.55666666666670
"rgb(28,117,227)",2017-06-02,41.07454545454550
"rgb(34,116,221)",2017-06-03,39.830909090909100
"rgb(12,133,243)",2017-06-04,40.48181818181820
"rgb(37,108,218)",2017-06-05,36.8
"rgb(37,107,218)",2017-06-06,37.876363636363600
"rgb(38,108,217)",2017-06-07,38.74272727272730
"rgb(35,107,220)",2017-06-08,40.62545454545460
"rgb(38,108,217)",2017-06-09,38.858333333333300
"rgb(14,132,241)",2017-06-10,37.51545454545450
"rgb(12,132,243)",2017-06-11,38.909000000000000
"rgb(12,133,243)",2017-06-12,40.0
"rgb(11,133,244)",2017-06-13,35.29333333333330
"rgb(13,129,242)",2017-06-14,33.694545454545500
"rgb(12,130,243)",2017-06-15,31.985454545454500
"rgb(11,133,244)",2017-06-16,29.093636363636400
"rgb(12,132,243)",2017-06-17,27.481818181818200
"rgb(20,131,235)",2017-06-18,28.017272727272700
"rgb(0,118,255)",2017-06-19,35.0
"rgb(14,121,241)",2017-06-20,27.335000000000000
"rgb(28,114,227)",2017-06-21,27.108333333333300
"rgb(32,115,223)",2017-06-22,25.715454545454500
"rgb(20,116,235)",2017-06-23,27.136666666666700
"rgb(27,117,228)",2017-06-24,26.259166666666700
"rgb(11,116,244)",2017-06-25,26.617000000000000
"rgb(1,116,254)",2017-06-26,26.0
"rgb(22,116,233)",2017-06-27,25.74230769230770
"rgb(30,116,225)",2017-06-28,24.75181818181820
"rgb(26,118,229)",2017-06-29,23.949090909090900
"rgb(2,117,253)",2017-06-30,23.927500000000000
"rgb(4,118,251)",2017-07-01,21.145833333333300
"rgb(23,118,232)",2017-07-02,21.760000000000000
"rgb(7,120,248)",2017-07-03,20.0
"rgb(14,118,241)",2017-07-04,19.74083333333330
"rgb(5,116,250)",2017-07-05,19.356666666666700
"rgb(0,118,255)",2017-07-06,19.300833333333300
"rgb(19,117,236)",2017-07-07,19.3825
"rgb(4,118,251)",2017-07-08,18.777272727272700
"rgb(5,116,250)",2017-07-09,19.33111111111110
"rgb(6,116,249)",2017-07-10,19.25
"rgb(10,127,245)",2017-07-11,18.30727272727270
"rgb(4,125,251)",2017-07-12,17.64153846153850
"rgb(19,120,236)",2017-07-13,18.022727272727300
"rgb(4,126,251)",2017-07-14,17.40818181818180
"rgb(6,126,249)",2017-07-15,17.556666666666700
"rgb(36,112,219)",2017-07-16,17.41
"rgb(13,116,242)",2017-07-17,22.5
"rgb(34,108,221)",2017-07-18,17.906363636363600
"rgb(13,123,242)",2017-07-19,17.18583333333330
"rgb(15,122,240)",2017-07-20,16.687500000000000
"rgb(12,124,243)",2017-07-21,17.37818181818180
"rgb(5,127,250)",2017-07-22,16.535833333333300
"rgb(6,126,249)",2017-07-23,16.682727272727300
"rgb(5,127,250)",2017-07-25,16.6525
"rgb(8,127,247)",2017-07-26,16.34166666666670
"rgb(10,128,245)",2017-07-27,16.55
"rgb(3,124,252)",2017-07-28,16.347692307692300
"rgb(2,123,253)",2017-07-29,15.972307692307700
"rgb(1,120,254)",2017-07-30,15.650000000000000
"rgb(0,117,255)",2017-07-31,18.0
"rgb(1,117,254)",2017-08-01,16.634545454545500
"rgb(3,123,252)",2017-08-02,15.830000000000000
"rgb(7,126,248)",2017-08-03,16.067272727272700
"rgb(13,117,242)",2017-08-04,15.394166666666700
"rgb(8,117,247)",2017-08-05,16.713333333333300
"rgb(28,113,227)",2017-08-06,18.35083333333330
"rgb(6,117,249)",2017-08-07,13.3
"rgb(5,117,250)",2017-08-08,16.4425
"rgb(28,114,227)",2017-08-09,15.987500000000000
"rgb(1,119,254)",2017-08-10,16.144545454545500
"rgb(2,121,253)",2017-08-11,15.636363636363600
"rgb(6,123,249)",2017-08-12,15.718
"rgb(7,116,248)",2017-08-13,15.735000000000000
"rgb(147,248,108)",2017-08-14,16.0
"rgb(146,248,109)",2017-08-15,15.08769230769230
"rgb(142,252,113)",2017-08-16,15.897692307692300
"rgb(143,251,112)",2017-08-17,15.844545454545500
"rgb(142,250,113)",2017-08-18,15.820000000000000
"rgb(143,248,112)",2017-08-19,15.595000000000000
"rgb(140,246,115)",2017-08-20,15.459090909090900
"rgb(140,253,115)",2017-08-21,16.3
"rgb(140,255,115)",2017-08-22,15.559166666666700
"rgb(143,253,112)",2017-08-23,15.411818181818200
"rgb(147,247,108)",2017-08-24,15.739166666666700
"rgb(147,246,108)",2017-08-25,14.75
"rgb(141,254,114)",2017-08-26,15.411818181818200
"rgb(141,255,114)",2017-08-27,15.462
"rgb(141,248,114)",2017-08-28,15.15
"rgb(140,246,115)",2017-08-29,15.021666666666700
"rgb(142,246,113)",2017-08-30,15.5675
"rgb(140,246,115)",2017-08-31,15.505833333333300
"rgb(139,247,116)",2017-09-01,15.663333333333300
"rgb(140,249,115)",2017-09-02,15.483333333333300
"rgb(138,253,117)",2017-09-03,15.336666666666700
"rgb(139,255,116)",2017-09-04,15.604545454545500
"rgb(143,252,112)",2017-09-05,15.537500000000000
"rgb(142,251,113)",2017-09-07,14.4
"rgb(139,252,116)",2017-09-08,14.375454545454500
"rgb(138,253,117)",2017-09-09,14.834166666666700
"rgb(139,254,116)",2017-09-10,15.58090909090910
"rgb(146,248,109)",2017-09-11,16.0
"rgb(147,247,108)",2017-09-12,15.020000000000000
"rgb(141,249,114)",2017-09-13,16.008181818181800
"rgb(86,105,169)",2017-09-14,15.425833333333300
"rgb(85,110,170)",2017-09-15,15.459166666666700
"rgb(84,112,171)",2017-09-16,15.155833333333300
"rgb(82,116,173)",2017-09-17,15.297272727272700
"rgb(78,118,177)",2017-09-18,16.0
"rgb(76,121,179)",2017-09-19,14.78
"rgb(73,126,182)",2017-09-20,15.165833333333300
"rgb(74,122,181)",2017-09-21,15.034545454545500
"rgb(74,107,181)",2017-09-22,15.458000000000000
"rgb(80,105,175)",2017-09-23,14.694166666666700
"rgb(81,107,174)",2017-09-24,15.556363636363600
"rgb(75,118,180)",2017-09-25,16.0
"rgb(66,104,189)",2017-09-26,15.355454545454500
"rgb(58,104,197)",2017-09-27,14.4675
"rgb(81,98,174)",2017-09-28,14.378333333333300
"rgb(82,98,173)",2017-09-29,13.880833333333300
"rgb(87,102,168)",2017-09-30,13.96
"rgb(88,107,167)",2017-10-01,13.987272727272700
"rgb(88,109,167)",2017-10-02,14.7225
"rgb(86,92,169)",2017-10-03,13.914615384615400
"rgb(89,90,166)",2017-10-04,13.143636363636400
"rgb(90,91,165)",2017-10-06,13.775
"rgb(90,90,165)",2017-10-07,13.394166666666700
"rgb(91,91,164)",2017-10-08,13.475454545454500
"rgb(90,93,165)",2017-10-09,13.0
"rgb(88,93,167)",2017-10-10,12.416666666666700
"rgb(87,97,168)",2017-10-11,13.281818181818200
"rgb(87,92,168)",2017-10-12,12.818181818181800
"rgb(84,104,171)",2017-10-13,12.057272727272700
"rgb(77,116,178)",2017-10-14,11.923846153846200
"rgb(75,107,180)",2017-10-15,13.09909090909090
"rgb(75,103,180)",2017-10-16,15.505
"rgb(78,104,177)",2017-10-17,13.673636363636400
"rgb(76,111,179)",2017-10-18,13.437500000000000
"rgb(79,96,176)",2017-10-19,14.389166666666700
"rgb(86,91,169)",2017-10-20,13.777500000000000
"rgb(89,89,166)",2017-10-21,15.205000000000000
"rgb(88,95,167)",2017-10-22,14.53111111111110
"rgb(92,90,163)",2017-10-23,12.0
"rgb(91,91,164)",2017-10-24,15.810909090909100
"rgb(92,92,163)",2017-10-25,14.910833333333300
"rgb(89,105,166)",2017-10-26,15.025833333333300
"rgb(88,106,167)",2017-10-27,15.318333333333300
"rgb(88,100,167)",2017-10-28,15.23166666666670
"rgb(80,104,175)",2017-10-29,16.32
"rgb(76,121,179)",2017-10-30,15.0
"rgb(76,104,179)",2017-10-31,16.225
"rgb(56,103,199)",2017-11-01,16.33181818181820
"rgb(74,103,181)",2017-11-02,16.476363636363600
"rgb(58,104,197)",2017-11-03,17.89
"rgb(56,103,199)",2017-11-04,18.623636363636400
"rgb(57,105,198)",2017-11-05,19.162500000000000
"rgb(85,98,170)",2017-11-06,20.0
"rgb(81,101,174)",2017-11-07,19.7975
"rgb(79,111,176)",2017-11-08,19.815
"rgb(79,99,176)",2017-11-09,20.384166666666700
"rgb(79,104,176)",2017-11-10,18.95
"rgb(77,118,178)",2017-11-11,19.782500000000000
"rgb(74,124,181)",2017-11-12,20.124545454545500
"rgb(54,104,201)",2017-11-13,19.0
"rgb(64,103,191)",2017-11-14,19.835384615384600
"rgb(52,108,203)",2017-11-15,19.75833333333330
"rgb(79,108,176)",2017-11-16,19.452727272727300
"rgb(53,102,202)",2017-11-17,18.614166666666700
"rgb(74,122,181)",2017-11-18,17.924166666666700
"rgb(73,125,182)",2017-11-19,18.283000000000000
"rgb(73,124,182)",2017-11-20,19.0
"rgb(66,103,189)",2017-11-21,18.445000000000000
"rgb(80,103,175)",2017-11-22,18.11636363636360
"rgb(56,103,199)",2017-11-23,17.963636363636400
"rgb(81,113,174)",2017-11-24,17.87090909090910
"rgb(82,115,173)",2017-11-25,18.395
"rgb(79,116,176)",2017-11-26,18.365
"rgb(70,125,185)",2017-11-27,17.0
"rgb(74,107,181)",2017-11-28,19.374
"rgb(70,122,185)",2017-11-29,19.23090909090910
"rgb(74,119,181)",2017-11-30,19.446666666666700
"rgb(72,120,183)",2017-12-01,19.71272727272730
"rgb(56,102,199)",2017-12-02,19.743636363636400
"rgb(53,108,202)",2017-12-03,20.87666666666670
"rgb(88,100,167)",2017-12-04,20.15
"rgb(87,105,168)",2017-12-05,20.31833333333330
"rgb(85,111,170)",2017-12-06,20.05272727272730
"rgb(82,116,173)",2017-12-07,18.968181818181800
"rgb(54,102,201)",2017-12-08,20.227500000000000
"rgb(55,107,200)",2017-12-09,18.98818181818180
"rgb(86,99,169)",2017-12-10,19.36
"rgb(87,103,168)",2017-12-11,18.0
"rgb(85,106,170)",2017-12-12,20.2725
"rgb(76,121,179)",2017-12-13,20.328181818181800
"rgb(68,128,187)",2017-12-14,19.969166666666700
"rgb(60,131,195)",2017-12-15,20.864166666666700
"rgb(56,133,199)",2017-12-16,21.582727272727300
"rgb(56,136,199)",2017-12-17,21.736666666666700
"rgb(55,137,200)",2017-12-18,18.0
"rgb(51,104,204)",2017-12-19,22.494545454545500
"rgb(45,108,210)",2017-12-20,22.635000000000000
"rgb(49,108,206)",2017-12-21,22.03363636363640
"rgb(64,128,191)",2017-12-22,21.636666666666700
"rgb(59,130,196)",2017-12-23,22.80090909090910
"rgb(57,131,198)",2017-12-24,22.685555555555600
"rgb(55,136,200)",2017-12-25,18.65
"rgb(54,136,201)",2017-12-26,23.77153846153850
"rgb(51,132,204)",2017-12-27,23.976666666666700
"rgb(54,135,201)",2017-12-28,23.441666666666700
"rgb(50,104,205)",2017-12-29,24.40416666666670
"rgb(48,109,207)",2017-12-30,23.549166666666700
"rgb(68,123,187)",2017-12-31,24.938
"rgb(29,239,226)",2018-01-01,25.0
"rgb(19,237,236)",2018-01-02,24.820909090909100
"rgb(16,231,239)",2018-01-03,26.755000000000000
"rgb(17,223,238)",2018-01-04,27.002500000000000
"rgb(32,212,223)",2018-01-05,25.977272727272700
"rgb(65,223,190)",2018-01-06,26.15545454545460
"rgb(65,223,190)",2018-01-07,26.482
"rgb(62,225,193)",2018-01-08,28.0
"rgb(58,228,197)",2018-01-09,23.610833333333300
"rgb(40,254,215)",2018-01-10,26.55636363636360
"rgb(39,253,216)",2018-01-11,25.715
"rgb(39,254,216)",2018-01-12,26.60454545454550
"rgb(37,255,218)",2018-01-13,26.19666666666670
"rgb(30,248,225)",2018-01-14,27.450909090909100
"rgb(22,232,233)",2018-01-15,28.0
"rgb(24,211,231)",2018-01-16,27.968333333333300
"rgb(26,207,229)",2018-01-17,28.295833333333300
"rgb(74,206,181)",2018-01-18,26.088333333333300
"rgb(52,217,203)",2018-01-19,28.5
"rgb(29,215,226)",2018-01-20,27.744545454545500
"rgb(31,207,224)",2018-01-21,27.987000000000000
"rgb(35,208,220)",2018-01-22,30.0
"rgb(22,220,233)",2018-01-23,27.94090909090910
"rgb(66,208,189)",2018-01-24,27.435000000000000
"rgb(31,221,224)",2018-01-25,27.4075
"rgb(31,226,224)",2018-01-26,28.632500000000000
"rgb(29,228,226)",2018-01-27,29.116363636363600
"rgb(50,215,205)",2018-01-28,30.661000000000000
"rgb(53,237,202)",2018-01-29,30.0
"rgb(74,214,181)",2018-01-30,29.240000000000000
"rgb(57,230,198)",2018-01-31,31.00909090909090
"rgb(49,241,206)",2018-02-01,31.135
"rgb(46,247,209)",2018-02-02,31.721000000000000
"rgb(53,245,202)",2018-02-03,29.652500000000000
"rgb(52,246,203)",2018-02-04,30.620000000000000
"rgb(51,246,204)",2018-02-05,33.0
"rgb(41,253,214)",2018-02-06,29.705
"rgb(52,242,203)",2018-02-07,32.108181818181800
"rgb(50,239,205)",2018-02-08,31.11727272727270
"rgb(22,230,233)",2018-02-09,31.266363636363600
"rgb(42,216,213)",2018-02-10,30.88
"rgb(45,246,210)",2018-02-11,31.625
"rgb(38,253,217)",2018-02-12,32.328000000000000
"rgb(31,250,224)",2018-02-13,29.94666666666670
"rgb(18,235,237)",2018-02-14,30.725454545454500
"rgb(20,213,235)",2018-02-15,32.307272727272700
"rgb(35,212,220)",2018-02-21,31.223000000000000
"rgb(59,228,196)",2018-02-22,31.66363636363640
"rgb(27,236,228)",2018-02-23,31.39272727272730
"rgb(17,228,238)",2018-02-24,31.638000000000000
"rgb(42,216,213)",2018-02-25,29.275
"rgb(25,234,230)",2018-02-26,34.0
"rgb(19,222,236)",2018-02-27,32.21181818181820
"rgb(49,204,206)",2018-02-28,30.662500000000000
"rgb(31,196,224)",2018-03-01,32.32
"rgb(53,169,202)",2018-03-02,29.286666666666700
"rgb(55,167,200)",2018-03-03,31.0125
"rgb(55,167,200)",2018-03-04,33.971428571428600
"rgb(40,194,215)",2018-03-05,35.0
"rgb(35,223,220)",2018-03-06,31.710000000000000
"rgb(33,212,222)",2018-03-07,32.51333333333330
"rgb(56,231,199)",2018-03-08,30.479090909090900
"rgb(33,248,222)",2018-03-09,30.472727272727300
"rgb(31,247,224)",2018-03-10,30.469166666666700
"rgb(22,242,233)",2018-03-11,31.440000000000000
"rgb(18,231,237)",2018-03-12,31.5
"rgb(17,219,238)",2018-03-13,30.138181818181800
"rgb(20,211,235)",2018-03-14,28.10166666666670
"rgb(134,136,121)",2018-03-15,29.171818181818200
"rgb(40,199,215)",2018-03-16,28.173636363636400
"rgb(28,214,227)",2018-03-17,27.439166666666700
"rgb(20,207,235)",2018-03-18,28.530000000000000
"rgb(54,169,201)",2018-03-19,31.15
"rgb(52,206,203)",2018-03-20,27.62181818181820
"rgb(39,214,216)",2018-03-21,25.52076923076920
"rgb(24,231,231)",2018-03-22,26.37727272727270
"rgb(17,233,238)",2018-03-23,26.204166666666700
"rgb(15,232,240)",2018-03-24,24.485
"rgb(13,227,242)",2018-03-25,25.034
"rgb(17,216,238)",2018-03-26,28.0
"rgb(41,181,214)",2018-03-27,24.729090909090900
"rgb(45,178,210)",2018-03-28,23.364615384615400
"rgb(47,171,208)",2018-03-29,25.733636363636400
"rgb(42,190,213)",2018-03-30,25.16
"rgb(42,183,213)",2018-03-31,25.03818181818180
"rgb(49,170,206)",2018-04-01,23.009
"rgb(51,167,204)",2018-04-02,25.0
