DateTime,平均價,新北市_降水量,臺中市_降水量,臺南市_降水量,高雄市_降水量,桃園市_降水量,新竹縣_降水量,苗栗縣_降水量,南投縣_降水量,彰化縣_降水量,雲林縣_降水量,嘉義市_降水量,屏東縣_降水量,宜蘭縣_降水量,花蓮縣_降水量,臺東縣_降水量,color,x,y
2012-01-01,36.88,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,"rgb(190,144,65)",111,65
2012-01-02,38.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.0,0.3,0.0,0.1,0.5,0.0,"rgb(189,143,66)",112,66
2012-01-03,37.316666666666656,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,"rgb(182,142,73)",113,73
2012-01-04,35.5,7.5,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.0,"rgb(193,146,62)",109,62
2012-01-05,35.85,12.5,3.5,1.5,0.0,23.0,11.0,12.0,3.0,0.5,2.5,0.4,0.0,9.5,0.5,0.4,"rgb(197,132,58)",123,58
2012-01-06,39.583333333333336,25.0,12.5,0.0,0.0,37.0,42.0,37.5,7.5,6.5,4.0,1.9,0.0,18.5,2.0,0.3,"rgb(205,113,50)",142,50
2012-01-07,32.65,10.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,17.8,0.0,0.0,"rgb(194,140,61)",115,61
2012-01-08,34.38333333333333,19.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,"rgb(187,138,68)",117,68
2012-01-10,38.58,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"rgb(186,140,69)",115,69
2012-01-11,38.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.0,"rgb(192,145,63)",110,63
2012-01-12,37.02,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,0.0,0.0,"rgb(194,138,61)",117,61
2012-01-13,37.12,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.5,1.0,2.5,0.9,0.0,8.5,1.0,0.0,"rgb(177,140,78)",115,78
2012-01-14,36.8,1.0,1.5,0.0,0.0,6.5,5.5,5.5,0.5,0.5,0.5,0.0,0.0,2.0,0.5,1.5,"rgb(159,128,96)",127,96
2012-01-15,38.14,0.5,2.7,0.0,0.0,21.5,15.0,16.0,1.0,1.5,0.0,1.0,0.0,0.2,2.5,2.2,"rgb(181,113,74)",142,74
2012-01-16,38.1,10.0,14.0,1.0,0.0,22.5,24.0,19.0,21.0,12.0,37.5,6.9,0.0,2.8,12.0,8.8,"rgb(200,114,55)",141,55
2012-01-17,36.82000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,"rgb(164,130,91)",125,91
2012-01-18,38.32000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"rgb(158,129,97)",126,97
2012-01-19,38.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.5,"rgb(160,125,95)",130,95
2012-01-20,38.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,"rgb(164,131,91)",124,91
2012-01-21,38.58,5.5,0.0,0.0,0.0,5.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.0,0.0,"rgb(166,129,89)",126,89
2012-01-22,44.1,22.0,7.099999999999999,0.5,0.0,37.5,27.5,42.5,2.5,3.5,2.5,1.5,0.0,22.100000000000005,0.5,0.0,"rgb(204,114,51)",141,51
2012-01-27,38.1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,"rgb(162,134,93)",121,93
2012-01-28,38.76000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"rgb(160,130,95)",125,95
