DateTime,平均價,新北市_最大陣風,臺中市_最大陣風,臺南市_最大陣風,高雄市_最大陣風,桃園市_最大陣風,新竹縣_最大陣風,苗栗縣_最大陣風,南投縣_最大陣風,彰化縣_最大陣風,雲林縣_最大陣風,嘉義市_最大陣風,屏東縣_最大陣風,宜蘭縣_最大陣風,花蓮縣_最大陣風,臺東縣_最大陣風,color,x,y
2012-01-01,36.88,7.4,10.9,11.4,7.8,11.2,14.3,12.2,1.8,4.2,3.8,10.1,22.9,6.4,5.6,9.4,"rgb(190,144,65)",111,65
2012-01-02,38.1,5.7,6.8,7.0,6.7,11.6,17.8,8.7,1.1,2.1,4.5,7.1,21.1,5.6,6.1,6.9,"rgb(189,143,66)",112,66
2012-01-03,37.316666666666656,7.7,7.6,9.1,7.6,12.1,15.2,10.3,2.0,3.6,3.6,7.5,12.7,9.0,7.7,6.6000000000000005,"rgb(182,142,73)",113,73
2012-01-04,35.5,7.7,10.7,12.9,9.6,13.3,18.1,13.9,0.6,3.2,6.0,9.6,25.3,7.2,7.8,13.2,"rgb(193,146,62)",109,62
2012-01-05,35.85,5.7,8.1,8.1,6.3,13.5,15.3,10.1,0.9,0.7999999999999999,4.6000000000000005,6.8,19.1,6.7,4.4,6.7,"rgb(197,132,58)",123,58
2012-01-06,39.583333333333336,6.0,6.6000000000000005,11.4,9.4,10.5,16.400000000000002,7.399999999999999,1.0,1.8,5.3,8.0,13.6,4.1000000000000005,4.4,6.3,"rgb(205,113,50)",142,50
2012-01-07,32.65,7.399999999999999,9.2,10.2,6.0,13.4,19.0,9.9,1.5,2.8000000000000003,2.9,7.1000000000000005,22.1,4.5,8.4,12.7,"rgb(194,140,61)",115,61
2012-01-08,34.38333333333333,4.6000000000000005,9.8,11.6,7.399999999999999,10.6,11.3,9.4,1.9,3.7,3.5,9.6,13.3,5.5,6.0,8.6,"rgb(187,138,68)",117,68
2012-01-10,38.58,7.4,8.2,8.4,5.5,14.4,14.6,10.2,1.9,4.3,3.0,7.2,17.6,4.0,5.8,11.0,"rgb(186,140,69)",115,69
2012-01-11,38.9,6.6,8.8,10.6,6.6,12.6,18.1,12.8,1.4,2.1,2.0,10.2,24.5,5.1,6.3,13.4,"rgb(192,145,63)",110,63
2012-01-12,37.02,7.4,5.9,7.3,6.0,12.2,13.3,7.2,1.1,1.7,2.0,7.0,22.3,4.0,5.1,8.1,"rgb(194,138,61)",117,61
2012-01-13,37.12,7.4,4.8,9.1,6.1,10.4,7.1,4.1,0.9,1.6,2.6,6.5,12.8,9.1,3.8,6.5,"rgb(177,140,78)",115,78
2012-01-14,36.8,4.4,5.1,5.6,4.5,6.5,5.0,4.7,1.5,1.6,2.9,5.8,12.0,5.3,4.0,6.0,"rgb(159,128,96)",127,96
2012-01-15,38.14,6.0,8.4,11.4,5.3,11.0,8.0,6.1,1.9,1.7,8.5,8.3,8.0,6.3,6.2,10.4,"rgb(181,113,74)",142,74
2012-01-16,38.1,11.8,10.8,15.7,13.3,14.1,11.4,9.5,0.9,5.7,12.4,10.2,17.8,20.0,5.3,15.1,"rgb(200,114,55)",141,55
2012-01-17,36.82000000000001,7.7,6.9,9.5,7.8,10.5,8.1,5.4,1.6,4.1,4.9,7.5,16.1,7.3,6.7,10.7,"rgb(164,130,91)",125,91
2012-01-18,38.32000000000001,5.5,4.7,7.1,5.4,4.4,6.2,5.1,2.0,2.8,2.9,5.8,11.0,5.7,3.0,6.3,"rgb(158,129,97)",126,97
2012-01-19,38.58,9.1,8.3,10.2,10.0,8.8,9.3,8.7,2.2,2.8,5.4,8.8,12.7,10.9,5.0,9.2,"rgb(160,125,95)",130,95
2012-01-20,38.8,6.8,10.5,9.4,9.2,11.6,8.3,9.7,2.5,3.5,4.4,8.9,13.8,6.2,5.8,8.0,"rgb(164,131,91)",124,91
2012-01-21,38.58,6.8,7.0,9.5,7.1,9.7,9.3,7.4,1.9,1.9,6.0,8.0,14.6,4.3,8.2,9.7,"rgb(166,129,89)",126,89
2012-01-22,44.1,8.2,9.3,10.5,7.3,14.1,15.9,10.2,0.6999999999999998,0.9,4.3,8.2,18.6,6.2,6.7,10.9,"rgb(204,114,51)",141,51
2012-01-27,38.1,6.3,6.3,7.4,6.3,4.9,6.3,6.1,2.2,2.3,2.7,6.7,7.6,5.0,3.8,5.2,"rgb(162,134,93)",121,93
2012-01-28,38.76000000000001,4.1,7.1,8.3,7.6,7.8,7.2,5.9,1.8,2.2,2.6,7.1,6.2,5.2,6.0,6.3,"rgb(160,130,95)",125,95
2012-01-29,38.72000000000001,5.7,9.4,9.5,7.4,9.8,11.0,8.9,2.4,3.0,2.5,7.8,10.5,8.3,4.2,10.4,"rgb(169,135,86)",120,86
2012-01-30,37.525,7.1,10.7,11.2,8.0,11.1,12.2,10.3,2.1,2.8,4.6,9.9,12.7,6.9,3.5,9.4,"rgb(180,142,75)",113,75
2012-01-31,42.0,5.7,8.8,11.2,8.4,10.5,10.9,8.1,2.2,2.5,3.2,9.7,11.6,6.3,5.4,11.4,"rgb(180,143,75)",112,75
2012-02-01,39.56,7.4,5.9,7.8,8.0,11.3,9.6,6.2,1.6,2.8,4.1,7.9,7.4,7.4,6.0,8.3,"rgb(176,141,79)",114,79
2012-02-02,39.72,9.9,11.6,12.5,10.0,17.2,21.7,14.1,3.1,4.8,5.4,11.7,23.7,10.1,8.2,13.4,"rgb(193,145,62)",110,62
2012-02-03,40.64,6.0,6.8,9.0,7.8,10.4,14.7,6.5,0.9,1.1,6.1,7.5,20.0,5.7,5.6,8.4,"rgb(197,135,58)",120,58
2012-02-04,41.84,6.6,8.6,7.8,6.8,7.8,5.5,5.2,2.4,3.0,2.8,9.4,13.9,6.9,7.8,8.6,"rgb(176,139,79)",116,79
2012-02-05,40.0,6.8,6.8,6.8,5.8,5.2,6.6,5.3,2.5,2.9,4.1,7.3,7.0,5.1,5.7,6.6,"rgb(161,132,94)",123,94
2012-02-06,38.275,6.8,8.2,14.4,12.1,7.0,9.7,10.2,2.3,4.1,12.6,12.6,10.9,6.1,9.0,16.3,"rgb(161,112,94)",143,94
2012-02-07,38.1,10.2,10.6,11.6,8.6,15.0,18.7,14.8,1.9,3.0,5.7,10.3,21.1,11.4,8.3,15.1,"rgb(199,117,56)",138,56
2012-02-08,40.65000000000001,6.3,9.4,11.0,7.2,13.1,18.7,12.3,0.7,1.0,6.4,8.1,24.2,4.1,7.3,7.3,"rgb(194,133,61)",122,61
2012-02-09,38.32,8.5,7.6,8.1,6.8,11.9,15.7,7.2,1.1,1.2,3.9,6.8,20.8,6.1,4.2,7.1,"rgb(192,140,63)",115,63
2012-02-10,39.9,7.4,8.2,9.6,7.2,10.6,8.6,6.0,2.1,2.8,3.3,8.0,8.4,7.9,6.0,5.0,"rgb(177,142,78)",113,78
2012-02-11,38.28,6.6,10.4,9.7,7.3,11.5,9.1,8.4,1.7,4.2,2.7,7.7,13.0,6.0,6.1,10.7,"rgb(180,141,75)",114,75
2012-02-12,41.63333333333333,12.4,6.2,7.8,7.2,8.0,6.900000000000001,4.3,2.1,1.2,1.7,6.7,15.4,12.699999999999998,4.0,6.099999999999999,"rgb(174,138,81)",117,81
2012-02-13,38.1,8.2,9.5,13.4,6.3,4.5,9.5,8.8,1.5,5.2,1.8,12.8,13.4,4.4,5.6,6.4,"rgb(167,129,88)",126,88
2012-02-14,38.84,6.0,5.7,7.6,6.9,4.9,4.7,4.4,2.5,3.0,2.8,6.2,10.6,7.8,4.4,5.0,"rgb(157,119,98)",136,98
2012-02-15,40.06,5.7,8.9,8.1,6.2,9.9,9.5,5.8,2.7,2.8,2.2,7.7,13.8,9.5,7.1,10.7,"rgb(157,118,98)",137,98
2012-02-16,39.5,8.0,9.9,10.3,6.5,12.1,11.6,11.7,1.3,5.3,2.4,8.7,16.4,7.1,7.3,12.0,"rgb(183,130,72)",125,72
2012-02-17,39.52,8.0,10.4,12.3,8.5,15.4,15.4,14.1,0.9,4.0,1.9,10.8,18.7,7.6,6.0,7.3,"rgb(188,144,67)",111,67
2012-02-18,39.64,6.8,9.8,12.9,7.7,14.2,20.0,14.0,1.9,3.7,3.1,10.1,21.4,5.8,6.2,10.7,"rgb(192,145,63)",110,63
2012-02-19,41.22,8.0,10.0,10.2,5.6,13.4,18.3,10.1,1.5,5.0,3.9,9.0,20.0,6.7,5.3,8.9,"rgb(194,141,61)",114,61
2012-02-20,38.1,13.2,7.2,6.9,4.8,11.7,5.6,6.2,1.7,2.9,3.0,6.5,16.8,4.0,3.8,7.7,"rgb(173,139,82)",116,82
2012-02-21,41.0,11.3,3.8,6.2,4.2,5.8,5.3,4.5,1.3,1.7,3.7,4.8,14.1,5.5,2.5,4.2,"rgb(156,117,99)",138,99
2012-02-22,41.1,7.7,6.1,5.6,5.6,5.4,6.3,5.1,2.1,2.6,4.4,5.6,14.5,7.9,4.7,3.9,"rgb(156,113,99)",142,99
2012-02-23,41.62,5.7,8.6,5.3,7.9,9.7,7.1,5.4,2.2,2.7,5.8,7.6,6.1,6.3,4.1,8.3,"rgb(201,110,54)",145,54
2012-02-24,42.0,6.3,7.4,7.6,8.3,10.4,7.0,8.8,1.6,2.5,8.2,8.9,6.0,4.8,7.2,7.7,"rgb(211,97,44)",158,44
