平均價,新北市_降水量,臺中市_降水量,臺南市_降水量,高雄市_降水量,桃園市_降水量,新竹縣_降水量,苗栗縣_降水量,南投縣_降水量,彰化縣_降水量,雲林縣_降水量,嘉義市_降水量,屏東縣_降水量,宜蘭縣_降水量,花蓮縣_降水量,臺東縣_降水量,color,x,y
20.885714285714286,0.0,0.2,0.0,0.0,0.0,5.5,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.3,"rgb(87,252,168)",3,168
19.0,8.0,0.7,0.0,0.0,13.5,7.0,2.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,1.6,"rgb(87,193,168)",62,168
20.7375,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,5.2,"rgb(47,196,208)",59,208
20.65714285714285,16.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,"rgb(49,164,206)",91,206
20.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"rgb(44,178,211)",77,211
19.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"rgb(40,167,215)",88,215
19.925,0.5,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,"rgb(46,179,209)",76,209
20.01428571428571,4.0,0.0,0.0,0.0,6.5,8.5,1.0,0.0,0.0,0.0,0.0,0.0,1.6999999999999995,0.0,0.0,"rgb(46,172,209)",83,209
19.0,14.0,6.0,0.0,0.0,50.0,25.5,91.5,0.5,2.0,21.0,0.2,0.0,7.0,4.5,0.0,"rgb(108,168,147)",87,147
19.7125,1.5,2.6,5.0,19.0,5.5,0.0,0.5,5.0,5.5,9.0,9.1,19.0,0.0,6.5,8.9,"rgb(64,188,191)",67,191
18.744444444444444,26.5,28.5,1.0,0.0,14.0,10.5,2.0,57.0,18.0,22.5,2.8999999999999995,1.5,3.2,3.5,0.2,"rgb(25,172,230)",83,230
19.8375,1.0,0.0,0.0,0.5,0.5,1.0,4.0,0.5,0.0,4.0,0.7000000000000001,0.5,0.7000000000000001,0.0,0.0,"rgb(47,178,208)",77,208
20.214285714285715,2.0,24.300000000000004,1.5,0.0,11.0,0.0,26.0,22.5,10.5,43.5,7.200000000000001,0.0,0.1,0.0,0.1,"rgb(18,171,237)",84,237
19.928571428571427,5.0,5.4,5.5,14.0,3.5,0.0,2.5,4.5,21.5,21.5,0.3,7.5,3.1000000000000005,0.0,2.5,"rgb(38,156,217)",99,217
20.366666666666667,14.5,1.0,0.0,0.0,2.5,0.0,4.5,0.5,0.5,0.0,0.0,0.0,4.0,2.0,0.7000000000000001,"rgb(52,171,203)",84,203
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,"rgb(45,176,210)",79,210
19.575,13.5,0.2,0.0,0.0,0.0,1.5,7.5,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,"rgb(41,150,214)",105,214
19.342857142857145,2.5,7.799999999999999,2.0,8.0,55.5,2.0,2.0,8.0,1.5,9.0,2.8999999999999995,0.0,0.5,0.0,0.0,"rgb(90,183,165)",72,165
18.012500000000006,72.5,37.6,14.5,28.0,120.0,97.0,60.0,30.5,28.5,40.0,21.4,0.5,38.3,8.5,17.2,"rgb(107,166,148)",89,148
18.3875,11.0,22.4,6.5,24.0,28.5,49.0,53.5,14.5,22.0,17.0,2.6,0.0,17.7,3.5,15.5,"rgb(109,170,146)",85,146
18.6375,2.5,14.7,15.0,13.0,6.5,4.0,13.5,4.5,29.5,6.0,9.1,5.0,1.1,2.5,2.3000000000000003,"rgb(42,164,213)",91,213
18.3,11.5,11.599999999999998,0.0,0.0,4.5,0.5,9.0,3.5,9.0,2.0,0.0,0.0,0.6,0.0,0.0,"rgb(40,158,215)",97,215
17.0,1.0,57.2,147.5,0.5,21.5,0.0,18.5,19.5,42.0,28.0,51.2,0.0,3.3,1.5,1.0,"rgb(4,125,251)",130,251
18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"rgb(29,152,226)",103,226
18.3375,29.0,3.2,1.0,6.5,33.0,14.0,67.0,21.0,17.5,28.5,18.8,7.5,28.9,0.0,0.0,"rgb(107,167,148)",88,148
17.900000000000006,10.5,2.3000000000000003,2.5,8.0,0.0,0.5,0.0,12.5,0.5,30.5,6.799999999999999,58.5,8.1,18.5,8.0,"rgb(28,120,227)",135,227
18.9,58.5,7.299999999999999,87.0,24.5,23.5,16.5,17.0,41.0,7.0,52.0,38.0,32.0,40.2,3.0,5.700000000000001,"rgb(6,124,249)",131,249
19.5875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,"rgb(50,178,205)",77,205
20.016666666666673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,"rgb(48,177,207)",78,207
18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"rgb(45,174,210)",81,210
20.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"rgb(30,154,225)",101,225
19.2125,39.0,0.0,0.5,1.5,4.0,0.0,0.0,2.5,0.0,2.0,0.0,0.0,31.300000000000004,0.0,0.0,"rgb(55,148,200)",107,200
19.142857142857142,14.0,0.1,0.0,0.0,10.0,0.5,1.0,6.0,0.0,1.5,0.0,0.5,9.9,2.0,4.0,"rgb(52,168,203)",87,203
19.55714285714285,3.0,0.2,1.5,4.0,0.5,2.0,0.5,3.0,1.0,0.5,0.3,1.0,6.0,8.5,4.0,"rgb(48,172,207)",83,207
19.442857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,209.5,4.5,0.0,"rgb(112,202,143)",53,143
19.928571428571427,55.0,0.0,1.5,6.0,0.0,0.0,0.0,51.5,0.0,15.0,4.7,0.0,57.7,6.0,34.5,"rgb(57,147,198)",108,198
19.771428571428565,15.5,0.0,0.0,0.0,1.0,1.5,9.0,0.0,0.0,0.5,0.0,0.0,0.5,20.0,7.5,"rgb(40,139,215)",116,215
19.414285714285715,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"rgb(33,151,222)",104,222
20.18571428571429,0.5,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,9.0,1.5,"rgb(34,143,221)",112,221
20.883333333333336,16.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,23.6,7.0,4.7,"rgb(42,139,213)",116,213
20.0,26.0,0.0,0.0,0.0,6.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,7.2,2.5,1.5,"rgb(47,145,208)",110,208
20.216666666666665,1.5,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,19.0,"rgb(35,134,220)",121,220
19.857142857142858,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,84.0,5.4,6.5,10.1,"rgb(29,120,226)",135,226
18.6125,33.0,8.200000000000001,33.0,62.5,0.0,0.0,0.0,4.0,3.0,31.5,2.5,18.3,3.3999999999999995,0.0,0.0,"rgb(14,126,241)",129,241
18.733333333333334,1.5,20.7,69.0,43.0,0.0,0.0,2.0,9.0,7.0,22.0,38.8,7.5,45.0,0.0,0.3,"rgb(7,127,248)",128,248
19.085714285714285,0.0,23.2,93.0,96.0,0.0,0.0,0.0,64.5,10.5,182.0,88.5,143.5,14.599999999999998,29.0,52.8,"rgb(13,117,242)",138,242
20.0,26.0,38.7,25.5,31.0,160.0,31.5,23.0,50.5,3.0,185.5,6.3,0.0,5.5,25.0,30.1,"rgb(101,160,154)",95,154
18.5,257.0,70.10000000000001,97.5,152.5,238.5,103.0,88.5,183.0,40.5,191.5,45.0,33.0,105.79999999999998,25.5,54.0,"rgb(101,159,154)",96,154
19.0,2.0,0.9000000000000001,23.5,30.0,0.0,1.5,2.0,25.0,0.0,31.5,20.7,145.0,9.7,28.5,4.9,"rgb(26,118,229)",137,229
19.137500000000006,38.0,33.300000000000004,198.5,50.5,9.0,6.0,9.5,27.0,74.0,48.5,101.5,42.5,16.7,45.5,121.5,"rgb(5,118,250)",137,250
18.9125,55.5,6.200000000000001,24.0,43.5,7.5,7.5,11.5,7.0,15.5,0.5,2.5,91.0,3.1000000000000005,8.5,44.5,"rgb(24,117,231)",138,231
18.45,1.0,2.9,0.5,11.5,4.0,2.5,1.0,4.5,33.5,4.5,13.0,16.0,0.0,6.0,12.5,"rgb(28,139,227)",116,227
19.066666666666666,0.0,4.7,73.0,0.0,0.0,6.0,0.0,36.0,2.0,47.5,7.0,1.0,0.0,0.0,13.1,"rgb(3,131,252)",124,252
19.4,0.0,1.1,2.0,11.0,1.0,0.0,0.0,89.0,5.0,71.5,2.5,4.0,11.8,4.5,1.7,"rgb(22,169,233)",86,233
19.2875,15.5,37.8,80.5,82.5,13.0,18.0,34.5,35.0,50.5,56.5,46.0,29.0,9.9,8.5,26.1,"rgb(7,120,248)",135,248
19.475,17.0,57.10000000000001,123.0,137.0,60.5,42.0,87.0,61.5,68.0,133.0,100.0,65.0,22.2,55.5,68.0,"rgb(10,117,245)",138,245
19.75714285714286,14.0,20.8,32.0,57.0,22.5,21.0,21.5,1.0,2.0,10.5,5.1000000000000005,53.0,3.3000000000000003,5.5,13.5,"rgb(17,121,238)",134,238
19.433333333333334,22.0,0.0,8.5,15.5,0.5,0.0,1.5,0.0,0.0,5.0,2.5,2.5,0.0,0.5,0.0,"rgb(49,149,206)",106,206
19.45,5.0,2.4,25.5,6.0,0.0,0.0,0.0,1.0,1.0,0.0,11.1,0.5,0.0,0.0,0.0,"rgb(10,140,245)",115,245
18.0,1.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,"rgb(25,150,230)",105,230
18.550000000000004,22.5,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"rgb(47,148,208)",107,208
18.2875,0.0,0.0,12.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"rgb(18,149,237)",106,237
18.325,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,0.2,21.5,36.5,"rgb(34,127,221)",128,221
18.6875,0.0,2.6,0.0,0.0,1.0,0.0,0.0,0.0,19.0,10.5,5.5,10.0,0.0,10.0,20.0,"rgb(30,135,225)",120,225
18.642857142857142,0.0,0.7999999999999999,0.0,0.0,5.0,5.0,1.0,3.5,0.0,0.0,0.0,3.5,0.0,1.0,14.0,"rgb(23,155,232)",100,232
19.95,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,"rgb(28,163,227)",92,227
18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,"rgb(28,155,227)",100,227
18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"rgb(23,151,232)",104,232
19.933333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,16.5,0.0,0.0,0.0,"rgb(27,146,228)",109,228
17.614285714285714,0.0,0.0,5.5,1.0,0.0,2.5,0.0,20.0,0.0,0.0,5.6000000000000005,12.5,0.0,0.0,3.0,"rgb(19,158,236)",97,236
17.587500000000002,25.0,4.4,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.5,2.7,7.5,0.0,0.0,0.0,"rgb(50,151,205)",104,205
18.28333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5,0.0,2.5,0.0,0.5,0.0,0.0,0.0,"rgb(23,169,232)",86,232
18.566666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,0.0,23.5,0.0,"rgb(33,144,222)",111,222
19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"rgb(22,152,233)",103,233
